T,Au,Uu,Ru,Nu,Qu,As,Us,Rs,Ns,Qs
22.0,-9.388885164658657,848.7596623824517,-2.9772676845235138,3.3135685275729374,-0.4590536110535439,0.0895575703239693,2.2183545653370023,0.5150770789362531,0.21100211280710338,0.49152733868951176
24.0,-9.282484875834637,864.0860241972973,-2.98153947405822,3.283382170413346,-0.5774817361981541,0.09455133648253793,2.088155748657664,0.49686038829852386,0.20881991607519712,0.48953761442034094
26.0,-8.728481198952252,865.8060586038432,-3.0391841332900515,3.303964010760449,-0.6251890913803293,0.08309967590336446,2.3064304745041375,0.5213465979176408,0.2181220459290456,0.5193354183569564
28.0,-9.742551142138375,870.0826564742711,-3.039359079224125,3.2949069339269546,-0.674013193985453,0.09291170664977051,2.2589027983021617,0.52513467114904,0.2294777921068831,0.5193792208793885
30.0,-8.660727692454,865.918166257472,-3.018005724552758,3.277876682159401,-0.6319342301314435,0.09606791553776141,2.5899531969978735,0.5266369047904057,0.23009867210796112,0.5229872417684586
32.0,-8.271582679035177,850.71039546108,-3.066787643092013,3.295226574800161,-0.7768583190490692,0.09120208339885806,2.2347765659977985,0.5256464261066509,0.22620993459326277,0.5262552606041104
34.0,-8.205818703742338,848.6334188807136,-3.073977355126473,3.2920337185869033,-0.8483087718075043,0.09116177608030734,2.220553831770853,0.5351800913856308,0.22695054264944764,0.5265275670722452
36.0,-8.090439609231003,851.1648385633493,-3.068941520232003,3.288622871084461,-0.864468431585093,0.09125113065520692,2.2294715318975737,0.5351505117098224,0.23351103467594636,0.5258932304655546
38.0,-8.19887668546295,852.0889840260162,-3.0706421939686876,3.288568867231849,-0.8570142324947383,0.09132432072693994,2.219595975096248,0.5359629669226905,0.23293854241250417,0.5255744056233678
40.0,-8.128535008084633,850.5033226527034,-3.0707675023624397,3.29197092851523,-0.8516193590746264,0.09505195924149692,2.2163082885419825,0.5277063371439583,0.23367770305176788,0.5259890327236041
42.0,-8.131087993067972,850.9294562560385,-3.070014991851883,3.292548483924523,-0.8576814317355312,0.09206079513201407,2.1903702386982005,0.5270677742136559,0.2356776310215049,0.5264075223225855
44.0,-8.150995270640632,848.0079939807198,-3.071142620478173,3.296147654778755,-0.8718196039083612,0.09273078907234679,2.1991557389917005,0.5254286789740609,0.23903330924260438,0.5254025184776627
46.0,-8.104560543437106,852.3992451385777,-3.063261571975611,3.297632259958476,-0.8776802041714005,0.09143162817609912,2.219967260855651,0.5328257184205111,0.23300580331664453,0.5274570809244482
48.0,-8.07756362224462,855.388820264463,-3.059888544599736,3.3014296764886346,-0.8708590137588479,0.0927064613207176,2.1773912655572607,0.5259165206753367,0.23427528791306199,0.5271877873391263
50.0,-7.892293030297,853.6222001848666,-3.0469847448458798,3.30590091035117,-0.8661585042141133,0.09134703108295765,2.2212163537349996,0.5294288068564981,0.2328529940183954,0.5253062500333777
52.0,-8.033137613437315,852.0773339568796,-3.0407146696448883,3.3077456333084783,-0.8639162747000688,0.0915414281849587,2.1985918561499966,0.5334112949092186,0.23259754110412892,0.5258807664240336
54.0,-8.101035483192165,842.6336466781531,-3.033982193428848,3.311518802775437,-0.8692194863195017,0.09165988808892961,2.2189985282229245,0.5247412505503483,0.2396970370893072,0.5270105789987521
56.0,-8.151343464460826,846.4396125816297,-3.0236177870758496,3.314925783118108,-0.8739905370480778,0.09276388738083163,2.1933138072006995,0.5295889503361154,0.2317804819270437,0.5268300115282226
58.0,-8.148269539080875,841.7816382382211,-3.0203338365978496,3.3171859400166746,-0.882815064048849,0.1004352237960797,2.235288044258712,0.531888749730388,0.2297986569620395,0.5215105038670355
60.0,-8.131815687898076,844.5776706534011,-3.008189262112815,3.321485131726206,-0.8915428855591307,0.09725658575598528,2.2374722075080435,0.5380480190733368,0.23033489027964418,0.526864181161162
62.0,-8.167514437851128,835.7518519742125,-3.016401050558045,3.3218885492391887,-0.8875311084245703,0.09602702272285378,2.2246308328536992,0.530908074058078,0.2286410309233444,0.5312473519938626
64.0,-8.14123828830419,851.5954290051748,-3.0019329320399315,3.3378159035719817,-0.9013061389634114,0.10075797783879514,2.2350511802966793,0.5250042756756683,0.22204025074593528,0.5364533718454708
66.0,-8.168079297015765,835.4662207946778,-3.008269980970418,3.321475301842896,-0.9005845198821945,0.0981847663743074,2.24908655037015,0.5404047934421526,0.2200711714424592,0.5308081289188998
68.0,-8.292980066127903,839.762878787069,-3.0286656224394095,3.2926735850837305,-0.9225884922274485,0.12376959172877858,2.3011162740931628,0.4951157210244701,0.20290300419380902,0.5444697874952849
70.0,-8.201424389287467,838.3855670409416,-3.0183164185625673,3.3112462187659872,-0.9124519818948831,0.11584712932590142,2.2475560623201614,0.5085767583023845,0.2128977480529494,0.5369039788960445
72.0,-8.179945701787805,833.9858019822019,-3.0293495502662227,3.307529781563774,-0.9023356944337412,0.09970293067775299,2.2261358258698607,0.5429467663565369,0.2195113984319678,0.5290256210411135
74.0,-8.16565903086666,838.8910374691002,-3.020949111440394,3.314949203212266,-0.8929874998533025,0.10156100327640717,2.2716112214302195,0.5421229095063198,0.21767510242988053,0.5276894596642379
76.0,-8.16369293234963,839.5071262801572,-3.044918578516759,3.3062933727395207,-0.8926427197905011,0.11920034323506505,2.25701945731778,0.5382699658827327,0.21860828003880098,0.5213051972738775
78.0,-8.153464870605845,838.7610515690685,-3.0738339227629243,3.3094228388482207,-0.8985695632053097,0.11684075981704718,2.2412128432490426,0.5424065445693075,0.21888014540943976,0.5259754906661319
80.0,-8.133091249747249,840.3566606151713,-3.0633168653365126,3.3152611214338386,-0.8995296959661916,0.11278406772946695,2.253169327272494,0.5438711841072864,0.22169146028106673,0.5234532577772815
82.0,-8.127395290447975,843.3687526531572,-3.0240102581738677,3.293741346194147,-0.8991231527830168,0.11274595976184901,2.246940838915466,0.5529617786617955,0.222208938725286,0.5210683377440948
84.0,-8.152882711735721,845.1833476983647,-3.0506058670040677,3.255250562766623,-0.8760137747307308,0.10535681021324675,2.2473799528555403,0.5457723329294744,0.2125693501237917,0.5241845479125883
86.0,-8.130444198820165,844.1162789932014,-3.0730712674268745,3.263505153315398,-0.8883122688968101,0.10568529618746254,2.2255290973379833,0.5288648566820383,0.2256547622689216,0.5280247524254406
88.0,-8.135226370806514,845.4759285069031,-3.0663346356857266,3.2378408079981273,-0.8830362279288222,0.10238428166308,2.2227907176673387,0.5283119672319864,0.2233414290502846,0.5265766708988847
90.0,-8.1443183802789,845.305607074824,-3.0567640683487216,3.1449923332399274,-0.8741075342488531,0.09631688052476338,2.228089067573505,0.5292162542027056,0.2180206606693807,0.5277029096610599
92.0,-8.133542052670684,844.6749726570654,-3.0666820468008593,3.124720637676071,-0.8971489906273638,0.09519368171459817,2.2307589375983046,0.5290790407810103,0.22029459352311043,0.5272190106907039
94.0,-8.133601326836644,847.4017781456541,-3.064349463953958,3.1493319301911047,-0.8860420702735212,0.0952431147959372,2.2183110257923113,0.5294377913634025,0.22197594732143705,0.5266679287816612
96.0,-8.14116703366967,850.5943025504104,-3.056804256047511,3.187217162579971,-0.8827962269717078,0.09666000277178392,2.2278162180128946,0.5299099715661026,0.22446800337256545,0.5292320361019137
98.0,-8.136630151386107,852.1019863198624,-3.0613916467532674,3.2201241378127765,-0.8768530085924297,0.09759524962705811,2.2306923995599908,0.5272895387062645,0.23119158051442168,0.5248276792604466
100.0,-8.131174611044756,849.9673691827506,-3.051849965215154,3.2198317381032258,-0.8921263650670521,0.09615502125604049,2.2267105839603283,0.5294169804896675,0.22773964978670072,0.528343056924052
102.0,-8.136877193586207,850.4599729062502,-3.0652640569209018,3.2453902660544642,-0.874088835221166,0.09600562311658735,2.2303495469424237,0.5280829559738809,0.23112708373060484,0.5291643436885807
104.0,-8.135134472415775,850.1365933223734,-3.063360209977007,3.251459560715766,-0.8755483968086712,0.09502451481818404,2.224141309010032,0.5279805437734655,0.23244248433450412,0.52861697331556
106.0,-8.140516367603523,848.6623700034761,-3.0595245950835617,3.2602263442335797,-0.8743390800320131,0.09505555443114262,2.2236784084218897,0.5283065037051216,0.23424539996281468,0.528649899361267
108.0,-8.148686789271892,845.3501492314681,-3.0581043888522483,3.2245925417177173,-0.8930576538092165,0.0937200756506109,2.224595343748371,0.5289073466069812,0.23257923851565443,0.5296487209282753
110.0,-8.147769503427298,844.847630348212,-3.063820104650407,3.25106826074828,-0.8775644400655871,0.09426139863564104,2.2170882713511886,0.5280687654510032,0.23268245009752497,0.5276530251365459
112.0,-8.167539553979609,842.2652776416555,-3.0824673088225794,3.2558366729704824,-0.8589348533839869,0.09372432039371646,2.2263767544161275,0.5278699747610948,0.2297863600427928,0.529751819767872
114.0,-8.174261364018843,838.5523645689989,-3.050127872361073,3.306227480510562,-0.8644885939329885,0.09489252018100403,2.223148801577369,0.5402193337943092,0.21569288104698373,0.5323659860602707
116.0,-8.184924843300637,836.026748604425,-3.01918783990014,3.284918788734732,-0.889782218323303,0.09342853189569893,2.1952240146513744,0.5301583895262078,0.22645158801421217,0.5275124238229344
118.0,-8.188652024484032,835.304251807604,-2.9902003091786478,3.3659275703695952,-0.89183254338038,0.09520732742385127,2.2349989868800604,0.5330068734615275,0.22596965595483626,0.5243190432283563
120.0,-8.21325112162381,830.5584241730774,-2.995935667697422,3.3727644700127533,-0.8903024661495693,0.09579353219589655,2.2140617990485545,0.5318113425063791,0.22592962446261053,0.5297115052795036
