18.0	1.36	0.113
21.0	0.749	0.106
24.0	0.414	0.0891
27.0	0.25	0.0928
30.0	0.159	0.088
33.0	0.099	0.0952
36.0	0.0535	0.119
37.5	0.0356	0.137
39.0	0.0222	0.153
40.5	0.0134	0.166
42.0	0.00785	0.174
43.5	0.00448	0.179
45.0	0.00261	0.182
46.5	0.00153	0.178
48.0	0.000915	0.175
49.5	0.000553	0.167
51.0	0.000349	0.159
52.5	0.000222	0.153
